path,filename,label,extension,width,height,aspect_ratio,mode,format,file_size_kb,is_readable,error,file_hash,pixel_hash
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1007.png,fake_1007.png,fake faces,.png,256,256,1.0,RGB,PNG,96.31,True,,1162c2d2032952fb43bc9181be9f1bca,1eebbfedcaa93d1ba65c8f677b3a753b
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1008.png,fake_1008.png,fake faces,.png,256,256,1.0,RGB,PNG,105.94,True,,58fe64de35b4bf55ffdd99db0654122b,67b936ccfa71cee94ecae1fd3e08a453
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1009.png,fake_1009.png,fake faces,.png,256,256,1.0,RGB,PNG,106.94,True,,1b8ace72982e0e841d013fab0c22708b,ea0a2c26b4f0b96bf2f1bb32f710c290
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_101.png,fake_101.png,fake faces,.png,256,256,1.0,RGB,PNG,114.63,True,,46ffbf345c02f862883da91f0ca0ee34,d33595d0961f7da9e9a79de3c2613335
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1010.png,fake_1010.png,fake faces,.png,256,256,1.0,RGB,PNG,89.32,True,,92d658283ec9fdbe57e21b6d38986f54,d8a93621b9dd9fd42ec20cd5edc37a46
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1011.png,fake_1011.png,fake faces,.png,256,256,1.0,RGB,PNG,95.3,True,,a46a0c30aeecb0a49c696e0455f6756c,196f2867a3cb331d73156e7272e11eb7
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1012.png,fake_1012.png,fake faces,.png,256,256,1.0,RGB,PNG,107.93,True,,b11228179545def98feecde1c2533346,2ef591c1f5d1a2fef856dab4f5abdc52
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1013.png,fake_1013.png,fake faces,.png,256,256,1.0,RGB,PNG,105.36,True,,60b8052b9bd56d59ee8968e26261864a,ba8fe77311ec3d374f9842c8beb45ea7
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1014.png,fake_1014.png,fake faces,.png,256,256,1.0,RGB,PNG,108.6,True,,1ed78c5888b7691205e87a12cfea8df4,fb748cc8e196ba810440f0f5c2d89483
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1015.png,fake_1015.png,fake faces,.png,256,256,1.0,RGB,PNG,101.92,True,,7260b53bb3f2910827601e4f943d02fe,00b4d45695ab79e09b64e52c334963e9
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1016.png,fake_1016.png,fake faces,.png,256,256,1.0,RGB,PNG,101.5,True,,af5f1907e53d8d7931e897308e107b96,1eb9e0335eddf192cef6d12dafb52e79
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1017.png,fake_1017.png,fake faces,.png,256,256,1.0,RGB,PNG,89.5,True,,d6c5bafd43a06d621477cc298c7003b6,ea8369591b2f4337ca7f769a1c603b11
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1018.png,fake_1018.png,fake faces,.png,256,256,1.0,RGB,PNG,100.57,True,,33f0e56cc5c13997386df9fd7160123b,ebe634bd6d9f99bdcb98fc6483949827
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1019.png,fake_1019.png,fake faces,.png,256,256,1.0,RGB,PNG,91.83,True,,98df198f59a540197a41e25e64bd79fe,3f71a502e89943a49788186b49d9fbd4
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_102.png,fake_102.png,fake faces,.png,256,256,1.0,RGB,PNG,110.33,True,,cc2452235abc3d68413b440a885607b7,4ea7e411736c46cfbd63fd0f096fb1ca
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1020.png,fake_1020.png,fake faces,.png,256,256,1.0,RGB,PNG,108.49,True,,e7804231d8ae92574f5c260c01df7521,1f71c390e528b93bcd3c84ebee22635d
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1021.png,fake_1021.png,fake faces,.png,256,256,1.0,RGB,PNG,115.75,True,,b79349aacb4394bd4a2f08a84243ff64,f41897cb7b4bde83c73491a26996c16f
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1022.png,fake_1022.png,fake faces,.png,256,256,1.0,RGB,PNG,105.77,True,,0a283fd02d5b8fcc265f720486947c2d,f9067624830029ff82f2ebd949e90762
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1023.png,fake_1023.png,fake faces,.png,256,256,1.0,RGB,PNG,99.83,True,,980e981f602c91111bcfe4168f2e4d41,b35039c083cf94c71b86c5f9b98f8842
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1024.png,fake_1024.png,fake faces,.png,256,256,1.0,RGB,PNG,106.5,True,,5e643f585e3ee379a535cd8402cc206f,eff2b2d69e5607baab7c425ad99504e0
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1025.png,fake_1025.png,fake faces,.png,256,256,1.0,RGB,PNG,108.14,True,,b8fc71fee95be50f6b20f39b1831419c,e45f1fc2e035cb0c4f5982631da59dcf
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1026.png,fake_1026.png,fake faces,.png,256,256,1.0,RGB,PNG,104.48,True,,9fccc5fd012700beb8bb02b00e56249f,eced41714611b12603113883b7d533c9
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1027.png,fake_1027.png,fake faces,.png,256,256,1.0,RGB,PNG,99.19,True,,038fdd31eeb5cb8f306caa6243f9c1d7,cfd955d9fe8bddc0e499ffee01c9371b
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1028.png,fake_1028.png,fake faces,.png,256,256,1.0,RGB,PNG,94.44,True,,3b39131987a1118dea642968770242e9,20417105fdc5df32d06b395993c55422
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1029.png,fake_1029.png,fake faces,.png,256,256,1.0,RGB,PNG,94.93,True,,def08cb2a47774aa23e28af93fe15881,5f1718f0e93096bddff57de893c4341c
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_103.png,fake_103.png,fake faces,.png,256,256,1.0,RGB,PNG,91.94,True,,d899712e649b37a20c144cdbf6db22e2,64abc1c80eec9ef00f96f962a7d22fe1
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1030.png,fake_1030.png,fake faces,.png,256,256,1.0,RGB,PNG,89.08,True,,b8409f5adbbbee50ae3bdb917792a836,99da6458b4fc2b43c00aeea54472dc2a
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1031.png,fake_1031.png,fake faces,.png,256,256,1.0,RGB,PNG,96.94,True,,25bb0a2c1c3f9cafa5a330b2dc8cb78f,86b94728fc10622f7ff76b2ec3caca13
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1032.png,fake_1032.png,fake faces,.png,256,256,1.0,RGB,PNG,95.32,True,,93a0e5625aa2aab4d0d81752ef45c0e7,c9b2dc95f577648ef28e1fdcc5924df8
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1033.png,fake_1033.png,fake faces,.png,256,256,1.0,RGB,PNG,108.05,True,,aca86c41341f349275292f237eedcbeb,b59c0492c9f0022abf6b8d6317da3ee6
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1034.png,fake_1034.png,fake faces,.png,256,256,1.0,RGB,PNG,97.35,True,,e5e5977f0686ca5e85fcd5bc922ca92a,2fb36575ed45924a2a38e01f93742b07
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1035.png,fake_1035.png,fake faces,.png,256,256,1.0,RGB,PNG,97.81,True,,3a5c0afc00dbc141cb4469d55196cf77,e4c686ccdea402045e5589acc8936dc5
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1036.png,fake_1036.png,fake faces,.png,256,256,1.0,RGB,PNG,105.22,True,,2e7dc237eadefbd8aa6c9128e9c51731,359adf7a00f48fe74998c359c28b162d
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1037.png,fake_1037.png,fake faces,.png,256,256,1.0,RGB,PNG,105.02,True,,76137329142b6ca90c697c9b5a5e7fe4,ac8f84cad7db0bd32f4f83624cad065d
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1038.png,fake_1038.png,fake faces,.png,256,256,1.0,RGB,PNG,98.57,True,,58722bc243af67fa62c56a1076b4629e,1424f9cc1563d6228dcc20c6d220bb7c
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1039.png,fake_1039.png,fake faces,.png,256,256,1.0,RGB,PNG,103.91,True,,022b8f75514afdb15c346263af62cad6,4cab917a693a80ff799b964279d007e6
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_104.png,fake_104.png,fake faces,.png,256,256,1.0,RGB,PNG,100.0,True,,6e7a71f54b5f9b2cf7ac965bb0a59b48,e4a7a5f23360a326688544b2b721dcd7
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1040.png,fake_1040.png,fake faces,.png,256,256,1.0,RGB,PNG,102.7,True,,f3817b825217076425851ac9548e2e35,36487a92a4bbed2584bdea0b5fc3ba06
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1041.png,fake_1041.png,fake faces,.png,256,256,1.0,RGB,PNG,102.95,True,,c8bc117d5bc1f58db44bc6cc8a4fd477,063aafa4acf59ef07b63507766be405e
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1042.png,fake_1042.png,fake faces,.png,256,256,1.0,RGB,PNG,96.57,True,,34e7c13a6dd9215d0381112e8eb26eac,7e86092d1d321162b8387aad0602884d
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1043.png,fake_1043.png,fake faces,.png,256,256,1.0,RGB,PNG,92.52,True,,684287ccd212adb7eabde504896eac6e,2d0db780d2b5edfaa434d822adf5f6df
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1044.png,fake_1044.png,fake faces,.png,256,256,1.0,RGB,PNG,96.71,True,,b2d5d7d00b8ce2d819024a821c65a515,cc9c528d90c697c5ea92cf051ea4615c
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1045.png,fake_1045.png,fake faces,.png,256,256,1.0,RGB,PNG,91.56,True,,243952a2a707e962b7c72c62e811924d,14e4f3ef684afa9456267e09e35fa69e
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1046.png,fake_1046.png,fake faces,.png,256,256,1.0,RGB,PNG,104.15,True,,da46c3648da0cdfae88b4b2030c8640f,806d85df2c0c3a38cbbecddb0be83883
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1047.png,fake_1047.png,fake faces,.png,256,256,1.0,RGB,PNG,120.9,True,,fccaafa28e473f3b83fb3a7ba595818d,676f36b5da5a3a3c1181e124b664d547
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1048.png,fake_1048.png,fake faces,.png,256,256,1.0,RGB,PNG,103.17,True,,e8ab7e88d470738d8184509c93c539d5,3592cec0584d2b163f82f017e20f3a2f
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1049.png,fake_1049.png,fake faces,.png,256,256,1.0,RGB,PNG,92.46,True,,1144d96a90042348fbbfe855adb9bfcb,89357d4a18c0e6408f48d0dea99983cb
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_105.png,fake_105.png,fake faces,.png,256,256,1.0,RGB,PNG,96.47,True,,b6385b496f995d66d7a1fd112202d391,0062e18843470e5deca35e274ed0ae30
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1050.png,fake_1050.png,fake faces,.png,256,256,1.0,RGB,PNG,101.21,True,,ed699110496479a416990c1ede54f9c1,b8bbef6c8d9d017a191a3a3c2ca92ceb
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1051.png,fake_1051.png,fake faces,.png,256,256,1.0,RGB,PNG,95.57,True,,8ec6fc39e2a3e7f9843e3147b2af38bd,efaeeaf2d7716cfa7c19d748c175df90
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1052.png,fake_1052.png,fake faces,.png,256,256,1.0,RGB,PNG,93.28,True,,640f76de58aaf8f96b2e95f0eddf145a,da80fa68461cc4036e40a6ecf619e557
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1053.png,fake_1053.png,fake faces,.png,256,256,1.0,RGB,PNG,101.82,True,,1ef2cad4042d1d3b0fae899c1c30205e,2a39e61f3198cd5376979e11e19b7161
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1054.png,fake_1054.png,fake faces,.png,256,256,1.0,RGB,PNG,97.72,True,,9b38666737ecfe82b6e4575ebfcbe54e,565a8c215c85beea6ec4a0c3c0fb6c0a
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1055.png,fake_1055.png,fake faces,.png,256,256,1.0,RGB,PNG,99.35,True,,c85298de9d72403d5811d8eba51f4050,65192ceb8dab2897e391f54475c0c622
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1056.png,fake_1056.png,fake faces,.png,256,256,1.0,RGB,PNG,111.05,True,,3b348bd34b69247950ce063b2beb7f51,d23278cbc0b7a804408574cc3609dbfe
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1057.png,fake_1057.png,fake faces,.png,256,256,1.0,RGB,PNG,105.81,True,,ba21e5d352eccf265c7872779b4d3415,5fadeac977ff545f73877c7ce50cadad
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1058.png,fake_1058.png,fake faces,.png,256,256,1.0,RGB,PNG,101.21,True,,d6fecdc035c506c710e41c2301f31706,d4ed3f1980b5ccfb5d21be9e8f9e09aa
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1059.png,fake_1059.png,fake faces,.png,256,256,1.0,RGB,PNG,98.09,True,,ba5a106c6c5ccbaafd8de2793ca9e401,65599906db1ba4dd1edc1ab9cec2975d
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_106.png,fake_106.png,fake faces,.png,256,256,1.0,RGB,PNG,99.94,True,,4bbfa1bc6e06227827e8d0192c99fd34,b96eb5d88bfcc5d03c393835ff73ce02
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1060.png,fake_1060.png,fake faces,.png,256,256,1.0,RGB,PNG,104.07,True,,d7aac24d107c6c18aaf7cdba47737b15,a21eaaece2af5a3c673764989a2580fb
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1061.png,fake_1061.png,fake faces,.png,256,256,1.0,RGB,PNG,102.05,True,,5285a9b7ddd6818eec6c5924228054b9,5ce40842363e37c47bc7cba4992fd3a9
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1062.png,fake_1062.png,fake faces,.png,256,256,1.0,RGB,PNG,85.29,True,,9221fc1032be0f8be843e158a582316e,531715266f3cb3f37c14f3d069830df7
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1063.png,fake_1063.png,fake faces,.png,256,256,1.0,RGB,PNG,105.6,True,,0293be9a5f6757cfee8c72ccd4c20be7,1676eb632c425fdda880222900c4d937
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1064.png,fake_1064.png,fake faces,.png,256,256,1.0,RGB,PNG,106.25,True,,cb7a06bdcd7c53f6ffc133325819b31a,59b547f1a5feba8da87790d31e45e569
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1065.png,fake_1065.png,fake faces,.png,256,256,1.0,RGB,PNG,114.57,True,,a8faecefe8be5aca70dbe2f94b7f1f1a,1f793951c0dfb3dd3babddbb646598e5
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1066.png,fake_1066.png,fake faces,.png,256,256,1.0,RGB,PNG,112.63,True,,122796e81373353354fe31cf26ccf45d,1ddb63862e55d795ed8b5f8f607f82e5
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1067.png,fake_1067.png,fake faces,.png,256,256,1.0,RGB,PNG,100.71,True,,83f5458a409ec7ed2844e53093ac1ffc,3ac0bd4b3a6c6a9058ba95ddfa4f6b8d
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1068.png,fake_1068.png,fake faces,.png,256,256,1.0,RGB,PNG,106.3,True,,b29abf70838d57f92276301b2a0a10ae,5cd571687681e8b3ebd3554bc7ae4a09
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1069.png,fake_1069.png,fake faces,.png,256,256,1.0,RGB,PNG,97.94,True,,8edf6817c993252cdcfc859a31662d43,3fdedf1c394a5b5e9526de0df0621801
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_107.png,fake_107.png,fake faces,.png,256,256,1.0,RGB,PNG,101.04,True,,0ffe706e42fb536c0c112ba7528cd1a1,eb0196e9d9d348b6d45625cbeabb6bfe
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1070.png,fake_1070.png,fake faces,.png,256,256,1.0,RGB,PNG,104.09,True,,de9e783d84f529fd19ed64513ab51fdc,690a94928679101f2f2cbbdf39d35e98
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1071.png,fake_1071.png,fake faces,.png,256,256,1.0,RGB,PNG,106.49,True,,1b3d90d3c62c4851e1ee41eeca23def3,8178cb4f878baff5d44cb5c913d84e71
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1072.png,fake_1072.png,fake faces,.png,256,256,1.0,RGB,PNG,100.65,True,,eb97dd4298068a741a8a2c6baa10e92b,8a18132647bcabf59ba91e665eec0717
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1073.png,fake_1073.png,fake faces,.png,256,256,1.0,RGB,PNG,90.31,True,,f67ae1d784ba7864df6a9082e39412fb,f808247bb041b4cd7c8f3c3700b25a1c
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1074.png,fake_1074.png,fake faces,.png,256,256,1.0,RGB,PNG,105.72,True,,30840d9446f622d1700326db2cd86476,086525f3ae6c81a6be5ba36573185222
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1075.png,fake_1075.png,fake faces,.png,256,256,1.0,RGB,PNG,91.23,True,,2c4730d9dc5668a5b5c56e115a458927,8597826d924d8a0c4ad2f40e77c921c6
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1076.png,fake_1076.png,fake faces,.png,256,256,1.0,RGB,PNG,98.69,True,,9a866fd21b01bdf97871e04fdf63d454,e81958cbce289b01f5c0bb55d42e98e2
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1077.png,fake_1077.png,fake faces,.png,256,256,1.0,RGB,PNG,109.15,True,,d9a57e9c359d61c18cb8017c8818c83b,67534a1519c6705444bddbd91246f993
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1078.png,fake_1078.png,fake faces,.png,256,256,1.0,RGB,PNG,91.57,True,,9bdbbf7835ac096e8e1c1d767b119515,efb9b5ac2f3c06ca87c61035b3d7cb78
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1079.png,fake_1079.png,fake faces,.png,256,256,1.0,RGB,PNG,94.71,True,,fdc01fcfa47f0db8e6b12bcc9a9107cd,34404d05540bb72a0bca777da314091f
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_108.png,fake_108.png,fake faces,.png,256,256,1.0,RGB,PNG,106.16,True,,cd5d433406b76a073fd4c0842f296619,6e1809eda00c7f28cf523da8894730ed
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1080.png,fake_1080.png,fake faces,.png,256,256,1.0,RGB,PNG,118.33,True,,e1680083bae77c30740dcfef9d466272,e3b56221cbbf49ffa4192234feb0596d
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1081.png,fake_1081.png,fake faces,.png,256,256,1.0,RGB,PNG,97.42,True,,675f8f01fff5ca92f59bae549bdfc6d7,24380a35e6984429ec9e723369464021
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1082.png,fake_1082.png,fake faces,.png,256,256,1.0,RGB,PNG,95.5,True,,33c12aaada14a1105825e63d0c28cb8d,843889410fc30ce732fa79b83cc3b1f5
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1083.png,fake_1083.png,fake faces,.png,256,256,1.0,RGB,PNG,96.08,True,,fb8606fee7f721ca20b970afdbfbabeb,3974d41256c01a2eb046ec658e85105f
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1084.png,fake_1084.png,fake faces,.png,256,256,1.0,RGB,PNG,92.59,True,,13dc3a25f745e880e5aff5544ead7627,4ed8854da5575a8adfa4d9e10a08ee9b
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1085.png,fake_1085.png,fake faces,.png,256,256,1.0,RGB,PNG,111.4,True,,09cd7aa15c962f0bf8d8efe3f44fbd8a,0327f7193c7785dbe4fe25a135e84eb5
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1086.png,fake_1086.png,fake faces,.png,256,256,1.0,RGB,PNG,89.5,True,,4156377e00fc558e54ef205ab7adc5ea,46f09291621eb4307b3fc2d940f08b7b
e:\HK4\Sta_ML\DO_ÂNNANANANNA\deepfake-detection\data\raw\Fake faces\fake_1087.png,fake_1087.png,fake faces,.png,256,256,1.0,RGB,PNG,104.63,True,,5ed43d57b4976524cbade81792f636dd,1dc36b67ba0ffa877a0683af31ff9323
